a 어
thornhill 손힐
thornton 손턴
thorntonville 손턴빌
thorntown 손타운
thoron 토론
thoroughfare 소로우페어
thorp 소프
thorsby 소스비
thorsby 토스비
thrall 스롤
thread 스레드
threesome 스리섬
threonine 트레오닌
thrill 스릴
thriller 스릴러
throckmorton 스록모턴
thrombin 트롬빈
thrombogen 트롬보겐
thromboplastin 트롬보플라스틴
thrombostenin 트롬보스테닌
throttle 스로틀
through 스루
throughbred 서러브레드
throw 스로
thrunet 두루넷
thrust 스러스트
thrym 트림
thuban 투반
thuber 서버
thucydides 투키디데스
thulium 툴륨
thunderbolt 선더볼트
thurber 서버
thurman 서먼
thurnwald 투른발트
thursday 목요
thurso 서소
thurston 서스턴
thyatira 사이어티라
thymine 티민
thymol 티몰
thyratron 사이러트론
thyristor 사이리스터
thyroxine 티록신
tiamat 티아마트
tianna 티아나
tibbee 티비
tibbie 티비
tiberius 티베리우스
tibet 티베트
tibullus 티불루스
tiburon 티뷰론
tice 타이스
ticker 티커
ticket 티켓
ticonderoga 타이콘데로가
tide 타이드
tidewater 타이드워터
tie 타이
tieck 티크
tiepolo 티에폴로
tieton 타이턴
tiff 티프
tiffany 티파니
tiffee 티피
tiffin 티핀
tiflis 티플리스
tift 티프트
tifton 티프턴
tigard 티가드
tiger 타이거
tight 타이트
tights 타이츠
tigon 타이곤
tijuana 티후아나
tikitiki 티키티키
tilak 틸라크
tilapia 틸라피아
tilden 틸든
tile 타일
tilelli 틸럴리
tilghman 틸먼
tillamook 틸라무크
tillar 틸라
tillman 틸먼
tilman 틸만
tiltdown 틸트다운
tilton 틸턴
tiltup 틸트업
tim 팀
timaru 티마루
timaru 티머루
timberlake 팀버레이크
timberlane 팀버레인
timberville 팀버빌
timbo 팀보
timbuctoo 팀벅투
time 타임
timelag 타임래그
timesharing 타임셰어링
timing 타이밍
timken 팀켄
timmins 티민스
timon 티몬
timothy 티머시
timpanist 팀파니스트
timpson 팀프슨
timur 티무르
tina 티나
tincalconite 틴캘코나이트
tincture 팅크처
tincup 틴컵
tindall 틴돌
tingley 팅글리
tinkertown 팅커타운
tinsley 틴슬리
tint 틴트
tintah 틴타
tintoretto 틴토레토
tioga 타이오가
tioga 티오가
tionesta 티오네스타
tip 팁
tiplersville 티플러스빌
tippecanoe 티페카누
tipperary 티퍼레리
tippler 티플러
tippo 팁포
tipsaw 팁소
tipton 팁턴
tiptonville 팁턴빌
tiptop 팁탑
tira 티라
tirana 티라나
tirau 티라우
tire 타이어
tiruchirappali 티추리라팔리
tisbury 티스베리
tischbein 티슈바인
tisdale 티스데일
tiselius 티셀리우스
tiskilwa 티스킬와
tison 타이슨
tissue 티슈
titan 타이탄
titania 티타니아
titanic 타이타닉
titanite 티타나이트
titanium 티타늄
titchener 티치너
titcume 팃컴
tithonos 티토노스
title 타이틀
tito 티토
titus 타이터스
titus 티투스
titusville 타이터스빌
tiverton 티버턴
tivoli 티볼리
tizen 타이젠
tiziano 티치아노
tko 티케이오
tlemcen 틀렘센
tm 티엠
tmon 티몬
tnf 티엔에프
tnt 티엔티
to 티오
toast 토스트
toaster 토스터
tobias 토비아스
toboggan 터보건
tobralco 토브랄코
toby 토비
toc 티오시
toccoa 토코아
toco 토코
tocopherol 토코페롤
tocqueville 토크빌
tocsin 톡신
tod 티오디
today 투데이
todd 토드
todo 투두
todoist 투두이스트
toe 토
toefl 토플
toeic 토익
toeshoes 토슈즈
toffler 토플러
together 투게더
togiak 호지아크
togliatti 톨리아티
togo 토고
togoland 토골란드
tokamak 토카막
token 토큰
tokio 토키오
tokoroa 토코로아
tokushima 도쿠시마
tokyo 도쿄
toland 톨런드
tolbutamide 톨부타미드
tolchester 톨체스터
toledo 털리도
toledo 토레도
toledo 톨레도
tolkien 톨킨
tolland 톨랜드
tollandrockville 톨랜드
toller 톨러
tolleson 톨레슨
tollette 톨레트
tolley 톨리
tollgate 톨게이트
tollhouse 톨하우스
tolnaftate 톨나프테이트
tolo 톨로
tolstoi 톨스토이
tolstoy 톨스토이
tolstoyism 톨스토이즘
tolu 톨루
toluca 톨루카
toluene 톨루엔
toluidine 톨루이딘
tom 톰
tomah 토마
tomahawk 토마호크
tomas 토마스
tomato 토마토
tombac 톰백
tomball 톰볼
tombaugh 톰보
tombolo 톰볼로
tombstone 툼스톤
tomcat 톰캣
tomei 토메이
tommaso 톰마소
tommy 토미
tomography 토모그래피
tompkins 톰킨스
tompkinsville 톰킨스빌
ton 톤
tonakai 토나카이
tonality 토낼리티
tonawanda 토나완다
tone 톤
toner 토너
tonet 토네트
toney 토니
tonga 통가
tonganoxie 통가녹시
tongara 통가라
tonguing 텅잉
tonic 토닉
tonica 토니카
tonometer 토노미터
tonopah 토너파
tonopah 토노파
tony 토니
tonya 토냐
tooele 투엘
tooele 투엘러
tool 툴
toombs 툼스
toomsboro 툼즈버러
toon 툰
toone 툰
toowoomba 터움바
toowoomba 투움바
top 톱
topalian 토팰리언
topanga 토팡가
topaz 토파즈
topcoat 톱코트
topeka 토피카
topelius 토펠리우스
topic 토픽
topknot 톱놋
topless 토플리스
topocline 토포클라인
topper 토퍼
toppers 토퍼스
topping 토핑
topsfield 탑스필드
topsham 탑스햄
topsy 톱시
toque 토크
tor 토어
torbanite 토버나이트
torbay 토베이
torch 토치
torelli 토렐리
torenia 토레니아
torkel 토컬
tornado 토네이도
toronto 토론토
torr 토르
torra 토라
torrance 토런스
torre 토리
torrens 토런스
torrent 토렌트
torreon 토레온
torres 토러스
torrey 토레이
torrey 토리
torricelli 토리첼리
torrington 토링턴
torus 토러스
toscanelli 토스카넬리
toscanini 토스카니니
tosoni 토소니
toss 토스
tosta 토스타
tosti 토스티
total 토털
totem 토템
totemism 토테미즘
totocalcio 토토칼초
tottori 톳토리
touch 터치
touchdown 터치다운
touchline 터치라인
touchscreen 터치스크린
touchwood 터치우드
toulon 툴론
toulon 툴롱
tour 투어
tourky 투어키
tourmaline 투르말린
tournament 토너먼트
tourneur 터너
toutle 터틀
touzinsky 투진스키
tow 토
towaco 토와코
towanda 토완다
tower 타워
towner 타우너
townley 타운리
towns 타운스
townsend 타운센드
townsend 타운젠드
townshend 타운센드
townshend 톤젠드
townsville 타운즈빌
townwear 타운웨어
towson 토슨
toxey 톡시
toxohormone 톡소호르몬
toxoid 톡소이드
toxoplasma 톡소플라스마
toyah 토야
toyah 토이아
toyahvale 토이아베일
toyama 토야마
toynbee 토인비
tqc 티큐시
trabecula 트라베큘라
trabzon 트라브존
tracey 트레이시
trachodon 트라코돈
trachoma 트라코마
track 트랙
trackball 트랙볼
tracking 트래킹
traction 트랙션
tractor 트랙터
tracy 트레이시
trade 트레이드
tradersville 트레이더스빌
tradewinds 트레이드윈즈
trafalgar 트라팰가
trafalgar 트래펄가
traffic 트래픽
trafford 트래퍼드
tragacanth 트래거캔스
tragicomedy 트래지코미디
trail 트레일
trailer 트레일러
train 트레인
trainer 트레이너
training 추리닝
training 트레이닝
trajanus 트라야누스
trakl 트라클
tralee 트랠리
trammell 트래멀
trampolin 트램펄린
tramway 트램웨이
trance 트랜스
tranquil 트랜퀼
transaction 트랜잭션
transaminase 트랜스아미나아제
transceiver 트랜스시버
transept 트랜셉트
transfection 트랜스펙션
transfer 트랜스퍼
transferrin 트랜스페린
transformer 트랜스포머
transistor 트랜지스터
transit 트랜싯
transketolase 트랜스케톨라아제
translator 트랜슬레이터
transmission 트랜스미션
transmitter 도란스
transmitter 트랜스미터
transposon 트랜스포존
transylvania 트란실바니아
trap 트랩
trapp 트랩
trappe 트랩
trapper 트래퍼
trapping 트래핑
trapshooting 트랩슈팅
trash 트래쉬
travel 트래블
traveline 트래블라인
traveller 트래블러
travelling 트래블링
traverse 트래버스
traverse 트래블스
travertine 트래버틴
travis 트래비스
travisville 트레비스빌
trawl 트롤
tray 트레이
tread 트레드
treadway 트레드웨이
treaty 트리티
trebelhorn 트레벌혼
tree 트리
treece 트리스
trego 트레고
treitschke 트라이치케
trello 트렐로
treloar 트렐로아
tremont 트레몬트
tremonton 트레몬턴
tremonton 트리몬턴
trencher 트렌처
trend 트렌드
trendelenburg 트렌델렌부르크
trent 트렌트
trenton 트렌턴
treutlen 트루틀런
trevelyan 트리벨리언
trevithick 트레비식
trevor 트레버
trevorrow 트러보로
treynor 트레이너
triad 트라이어드
triadelphia 트라이델피아
trial 트라이얼
triamcinolone 트리암시놀론
triamterene 트리암테렌
triana 트리아나
triangle 트라이앵글
trianon 트리아농
triathlon 트라이애슬론
tribbey 트리비
tribonianus 트리보니아누스
tribune 트리뷴
triceratops 트리케라톱스
trichlene 트리클렌
trichloroethylene 트리클로로에틸렌
trichloromethane 트리클로로메탄
trichoderma 트리코데르마
trichomonas 트리코모나스
trichomycin 트리코마이신
trick 트릭
trickett 트리킷
trickster 트릭스터
trieste 트리에스테
trigger 트리거
triglyph 트리글리프
trigonia 트리고니아
trihalomethane 트리할로메탄
trilacoochee 트릴라쿠치
trilby 트릴비
trill 트릴
trim 트림
trimble 트림블
trimethadione 트리메타디온
trimethylenetrinitramine 트리메틸렌트리니트라민
trimetoquinol 트리메토키놀
trimming 트리밍
trinidad 트리니다드
trinidad 트리니대드
trinitrobenzene 트리니트로벤젠
trinitrotoluene 트리니트로톨루엔
trinity 트리니티
trinway 트린웨이
trio 트리오
trion 트라이언
triose 트리오스
tripalmitin 트리팔미틴
triplet 트리플렛
triplett 트라이플레트
tripp 트립
tripping 트리핑
triptolemos 트립톨레모스
triptych 트립틱
trista 트리스탕
tritium 트리튬
triton 트리톤
triumph 트라이엄프
trivialism 트리비얼리즘
troche 트로키
trochoid 트로코이드
trochophora 트로코포라
troelos 트로일로스
troeltsch 트뢸치
trolley 트롤리
trolling 트롤링
trollope 트롤럽
trombone 트롬본
trommel 트로멜
tron 트론
trona 트로나
trondheim 트론하임
troostite 트루스타이트
trophonios 트로포니오스
trophy 트로피
tropic 트로픽
tropical 트로피컬
tropism 트로피즘
tropocollagen 트로포콜라겐
tropolone 트로폴론
tropomyosin 트로포미오신
troponin 트로포닌
trosky 트로스키
trot 트롯
trotter 트로터
trotwood 트로트우드
trouble 트러블
troup 트루프
troup 트룹
troupsburg 트룹스버그
trousdale 트라우스데일
trousdale 트루즈데일
trout 트라우트
troutdale 트라우트데일
troutman 트라우트맨
trowbridge 트로우브리지
troy 트로이
truck 트럭
truckee 트러키
trudeau 트뤼도
trudie 트루디
true 트루
truesdale 트루스데일
truetype 트루타입
truffaut 트뤼포
truman 트루먼
trumann 트루먼
trumbull 트럼불
trump 트럼프
trumpet 트럼펫
trunk 트렁크
trunks 트렁크스
truro 트루로
trussville 트러스빌
trust 트러스트
truxton 트럭스턴
try 트라이
tryon 트라이언
trypaflavine 트리파플라빈
trypanosoma 트리파노소마
trypsin 트립신
trypsinogen 트립시노겐
tryptophan 트립토판
trystan 트리스턴
tsarism 차리즘
tsarnaev 차르나예프
tsien 첸
tss 티에스에스
tt 티티
ttc 티티시
ttt 티티티
tualatin 투알라틴
tuba 튜바
tubbing 터빙
tube 튜브
tuberculin 투베르쿨린
tuberose 투베로즈
tubulin 튜불린
tuc 티유시
tuck 턱
tucke 터크
tucker 터커
tuckerman 터커맨
tucson 투산
tucson 투손
tucson 투싼
tucumcari 투컴카리
tudor 튜더
tugboat 터그보트
tukwila 투퀼라
tulare 툴레어
tulelake 툴레이크
tulia 툴리아
tulip 튜리프
tulip 튤립
tull 툴
tullahoma 털러호마
tully 털리
tully 툴리
tulsa 털사
tulsa 툴사
tului 툴루이
tumbler 텀블러
tumbling 텀블링
tumtum 텀텀
tumut 투멋
tumwater 텀워터
tunas 튜너스
tunbridge 턴브리지
tuner 튜너
tungalloy 텅갈로이
tungsten 텅스텐
tunic 튜닉
tunica 튜니카
tunicle 튜니클
tuning 튜닝
tunis 튀니즈
tunisia 튜니지아
tunnel 터널
tunnel 턴넬
tunnicliff 터니클리프
tunnicliffe 터니클리프
tupaia 투파이아
tupelo 투펠로
tupik 투피크
tupolev 투폴레프
turban 터번
turbine 터빈
turbocharger 터보차저
turbofan 터보팬
turf 터프
turgot 튀르고
turin 투린
turin 튜린
turing 튜링
turkey 터키
turkeytown 터키타운
turkmenistan 투르크메니스탄
turlock 털록
turn 턴
turnbuckle 턴버클
turnbull 턴불
turner 터너
turners 터너스
turning 터닝
turnip 터닙
turntable 턴테이블
turpin 터핀
turrell 터렐
turret 터릿
turret 튜렛
turtle 터틀
tuscaloosa 터스컬루사
tuscarora 투스카로라
tuscola 터스콜라
tusculum 터스컬럼
tuscumbia 터스컴비아
tuskegee 터스키기
tusten 튜스턴
tustin 터스틴
tutankhamen 투탕카멘
tuthill 투트힐
tuttle 터틀
tuwim 투빔
tuxedo 턱시도
tv 티브이
tv 티비
tva 티브이에이
tvi 티브이아이
twaddle 트워들
twain 트웨인
tweed 트위드
twi 티더블유아이
twig 트윅
twigg 트위그
twiggs 트위그스
twiggy 트위기
twilight 트왈라이트
twining 트와이닝
twinsburg 트윈스버그
twisp 트위스프
twist 트위스트
twitter 트위터
twitty 트위티
twizel 트와이젤
two 투
twombly 트웜블리
tyaskin 탸스킨
tyche 티케
tye 타이
tyler 타일러
tyler 테일러
tylersville 타일러스빌
tylor 타일러
tympan 팀판
tympanum 팀파눔
tynan 타이넌
tyndale 틴들
tyndall 틴들
tyne 타인
tyner 타이너
tyngsborough 팅스버러
type 타이프
type 타입
typewriter 타이프라이터
typhus 티푸스
typing 타이핑
typist 타이피스트
typography 타이포그래피
tyr 티르
tyramine 티라민
tyrannosaurus 티라노사우루스
tyre 타이어
tyro 타이로
tyrone 타이론
tyrosinase 티로시나아제
tyrosine 티로신
tyrtaeos 티르타이오스
tyson 타이슨
u 유
ube 우베
uber 우버
ubiquitin 유비퀴틴
ubiquitous 유비쿼터스
uccello 우첼로
ucon 유콘
udall 유돌
udell 어델
uden 유든
udokan 우도칸
udt 유디티
ufc 유에프씨
ufo 유에프오
uganda 우간다
ugarit 우가리트
uhf 유에이치에프
uhland 울란트
uhland 울랜드
uicc 유아이시시
uighur 위구르
uintah 윈타
uintah 유인타
uintatherium 윈타테륨
uit 위이테
uk 유케이
ukiah 유카이아
ukiah 유키아
ukraine 우크라이나
ukrainka 우크라인카
ukulele 우쿨렐레
ula 울라
ulaanbaatar 울란바타르
ulah 울라
ulbricht 울브리히트
ulen 율렌
ulfilas 울필라스
ullr 울르
ulm 울름
ulman 울먼
ulmer 울머
ulpianus 울피아누스
ulrich 울리히
ulsi 유엘에스아이
ulster 얼스터
ultra 울트라
ultramicrometer 울트라마이크로미터
ulysses 율리시스
uma 우마
umatac 우마탁
umatilla 우마틸라
umatilla 유머틸라
umber 엄버
umberto 움베르토
umiat 우미아트
ump 유엠피
umpqua 엄프콰
umtata 음타타
umunna 우무나
un 유엔
una 우나
unadilla 어나딜라
unadilla 우나딜라
unalakleet 우날라클리트
unalaska 우날래스카
unamuno 우나무노
unbalance 언밸런스
unbind 언바인드
unc 유엔시
uncertain 언서턴
uncertain 언서튼
uncok 언코크
unctad 운크타드
uncut 언커트
undc 유엔디시
