a 에이
tarantism 태런티즘
tarantula 타란툴라
tarbagan 타르바간
tarbes 타르브
tarboro 타버러
tarde 타르드
target 타깃
targeting 타기팅
targett 타깃
tarkio 타키오
tarnee 타니
taro 타로
tarp 타프
tarragon 타라곤
tarrant 타런트
tarrytown 태리타운
tarsus 타르수스
tartan 타탄
tartini 타르티니
tartuffe 타르튀프
tarullo 터룰로
tarzan 타잔
tasha 태샤
tashkent 타쉬켄트
tasi 타시
task 태스크
tasman 태즈먼
tasso 타소
taswell 태즈월
tat 티에이티
tate 테이트
tatting 태팅
tattnall 태트널
tatum 테이텀
tatums 테이텀스
tauler 타울러
taunton 톤턴
taupo 타우포
tauranga 타우랑가
taurine 타우린
taussig 타우시그
tavares 타바레스
tawau 타와우
tawawa 타와와
tawney 토니
taxi 택시
taximeter 택시미터
taxis 택시스
taxon 택손
tayloe 테일로
taylor 테일러
tayyiba 타이바
tazewell 태즈웰
tazwell 태즈웰
tbilisi 트빌리시
tc 티시
tcdd 티시디디
tcp 티시피
tea 티
teachey 티치
teagarden 티가든
teague 티그
teak 티크
team 팀
teamwork 팀워크
teasdale 티스데일
teaspoon 티스푼
teatime 티타임
teays 티이스
tebbetts 테베츠
tebow 티보
tecate 테카테
tech 테크
technic 테크닉
techron 테크론
tectonics 텍토닉스
tecumseh 테컴시
ted 테드
teddy 테디
tedrow 테드로
tee 티
teeming 티밍
teer 티어
tees 티스
teflon 테플론
tefnut 테프누트
tehachapi 테하차피
tehama 테하마
teheran 테헤란
teigen 티건
teixeira 테세이라
tektite 텍타이트
telefax 텔레팩스
telegony 텔레고니
telegram 텔레그램
telemann 텔레만
telemark 텔레마크
telemer 텔레머
telemeter 텔레미터
telepathy 텔레파시
telephone 텔레폰
telepix 텔레픽스
teleport 텔레포트
telesio 텔레시오
teletex 텔레텍스
telex 텔렉스
telfair 텔페어
telford 텔퍼드
telidon 텔리돈
tell 텔
teller 텔러
tellus 텔루스
telnet 텔넷
telogen 텔로젠
telop 텔롭
telpher 텔퍼
temecula 터메큘라
tempe 템페
tempering 템퍼링
tempest 템페스트
template 템플릿
temple 템플
templeton 템플턴
ten 텐
tendon 텐돈
tenet 테닛
teniers 테니르스
tenino 테니노
tennant 테넌트
tennessee 테네시
tenney 테니
tennille 테닐
tennis 테니스
tennyson 테니슨
tenor 테너
tenrec 텐렉
tensaw 텐소
tense 텐스
tensed 텐스트
tension 텐션
tensor 텐서
tent 텐트
tephra 테프라
tepp 텝
terabit 테라비트
teraphim 테러핌
terbium 테르븀
tercom 테르콤
teremp 테렘프
teresa 테리사
teresita 테레시타
terin 테린
terman 터먼
terminal 터미널
termo 터모
terpene 테르펜
terrace 테라스
terrarium 테라리엄
terrell 테럴
terrence 테런스
terri 테리
terrier 테리어
terril 테릴
terror 테러
terrorism 테러리즘
terry 테리
terylene 테릴렌
tesla 테슬라
tess 테스
tessa 테사
test 테스트
tester 테스터
tetany 테타니
tethering 테더링
tethys 테티스
teton 티턴
tetrac 테트락
tetrazene 테트라젠
tetris 테트리스
tetryl 테트릴
tewksbury 턱스베리
texarkana 텍사카나
texas 텍사스
texico 텍시코
texon 텍슨
text 텍스트
textile 텍스타일
thackeray 새커리
thackery 새커리
thad 새드
thaddaeus 다대오
thais 타이스
thales 탈레스
thalia 탈리아
thames 템스
thanatos 타나토스
tharaud 타로
that 뎃
thatcher 태처
thaxton 색스턴
thayer 세이어
thayne 새인
the 더
theater 시어터
theba 테바
thebaine 테바인
theism 시이즘
thelma 셀마
themis 테미스
theodora 테오도라
theodore 시어도어
therblig 서블리그
theremin 테레민
theresa 테레사
thermal 더말
thermite 테르밋
thesaurus 시소러스
these 디즈
theseion 테세이온
theseus 테세우스
thespis 테스피스
thewlis 슐리스
thiamine 티아민
thibaud 티보
thibaudet 티보데
thibaut 티보
thibodaux 티보도
thicket 티켓
thiel 틸
thierry 티에리
thiers 티에르
think 씽크
thinner 시너
thiocyan 티오시안
thiokol 티오콜
thiophen 티오펜
thiotepa 티오테파
thira 티라
third 서드
thirty 서티
this 디스
thom 톰
thoma 토마
thomas 토마
thomaston 토머스턴
thomism 토미즘
thompson 톰슨
thompsons 톰프슨스
thomsen 톰센
thomson 톰슨
thor 소어
thoreau 소로
thorez 토레즈
thorite 토라이트
thorium 토륨
thornburg 손버그
thorndale 손데일
thorndike 손다이크
thorndon 손던
thornhill 손힐
thornton 손턴
thorntown 손타운
thoron 토론
thorp 소프
thorsby 소스비
thrall 스롤
thread 스레드
threesome 스리섬
threonine 트레오닌
thrill 스릴
thriller 스릴러
thrombin 트롬빈
throttle 스로틀
through 스루
throw 스로
thrunet 두루넷
thrust 스러스트
thrym 트림
thuban 투반
thuber 서버
thulium 툴륨
thurber 서버
thurman 서먼
thurnwald 투른발트
thursday 목요
thurso 서소
thurston 서스턴
thymine 티민
thymol 티몰
thyroxine 티록신
tiamat 티아마트
tianna 티아나
tibbee 티비
tibbie 티비
tibet 티베트
tibullus 티불루스
tiburon 티뷰론
tice 타이스
ticker 티커
ticket 티켓
tide 타이드
tie 타이
tieck 티크
tiepolo 티에폴로
tieton 타이턴
tiff 티프
tiffany 티파니
tiffee 티피
tiffin 티핀
tiflis 티플리스
tift 티프트
tifton 티프턴
tigard 티가드
tiger 타이거
tight 타이트
tights 타이츠
tigon 타이곤
tijuana 티후아나
tikitiki 티키티키
tilak 틸라크
tilapia 틸라피아
tilden 틸든
tile 타일
tilelli 틸럴리
tilghman 틸먼
tillamook 틸라무크
tillar 틸라
tillman 틸먼
tilman 틸만
tiltdown 틸트다운
tilton 틸턴
tiltup 틸트업
tim 팀
timaru 티마루
timbo 팀보
timbuctoo 팀벅투
time 타임
timelag 타임래그
timing 타이밍
timken 팀켄
timmins 티민스
timon 티몬
timothy 티머시
timpson 팀프슨
timur 티무르
tina 티나
tincture 팅크처
tincup 틴컵
tindall 틴돌
tingley 팅글리
tinsley 틴슬리
tint 틴트
tintah 틴타
tioga 타이오가
tip 팁
tipperary 티퍼레리
tippler 티플러
tippo 팁포
tipsaw 팁소
tipton 팁턴
tiptop 팁탑
tira 티라
tirana 티라나
tirau 티라우
tire 타이어
tisbury 티스베리
tischbein 티슈바인
tisdale 티스데일
tiskilwa 티스킬와
tison 타이슨
tissue 티슈
titan 타이탄
titania 티타니아
titanic 타이타닉
titanium 티타늄
titchener 티치너
titcume 팃컴
tithonos 티토노스
title 타이틀
tito 티토
titus 타이터스
tiverton 티버턴
tivoli 티볼리
tizen 타이젠
tiziano 티치아노
tko 티케이오
tlemcen 틀렘센
tm 티엠
tmon 티몬
tnf 티엔에프
tnt 티엔티
to 티오
toast 토스트
toaster 토스터
tobias 토비아스
toboggan 터보건
tobralco 토브랄코
toby 토비
toc 티오시
toccoa 토코아
toco 토코
tocsin 톡신
tod 티오디
today 투데이
todd 토드
todo 투두
toe 토
toefl 토플
toeic 토익
toeshoes 토슈즈
toffler 토플러
together 투게더
togiak 호지아크
togliatti 톨리아티
togo 토고
togoland 토골란드
tokamak 토카막
token 토큰
tokio 토키오
tokoroa 토코로아
tokushima 도쿠시마
tokyo 도쿄
toland 톨런드
toledo 털리도
tolkien 톨킨
tolland 톨랜드
toller 톨러
tolleson 톨레슨
tollette 톨레트
tolley 톨리
tollgate 톨게이트
tollhouse 톨하우스
tolo 톨로
tolstoi 톨스토이
tolstoy 톨스토이
tolu 톨루
toluca 톨루카
toluene 톨루엔
toluidine 톨루이딘
tom 톰
tomah 토마
tomahawk 토마호크
tomas 토마스
tomato 토마토
tombac 톰백
tomball 톰볼
tombaugh 톰보
tombolo 톰볼로
tombstone 툼스톤
tomcat 톰캣
tomei 토메이
tommaso 톰마소
tommy 토미
tompkins 톰킨스
ton 톤
tonakai 토나카이
tonality 토낼리티
tonawanda 토나완다
tone 톤
toner 토너
tonet 토네트
toney 토니
tonga 통가
tongara 통가라
tonguing 텅잉
tonic 토닉
tonica 토니카
tonometer 토노미터
tonopah 토너파
tony 토니
tonya 토냐
tooele 투엘
tool 툴
toombs 툼스
toomsboro 툼즈버러
toon 툰
toone 툰
toowoomba 터움바
top 톱
topalian 토팰리언
topanga 토팡가
topaz 토파즈
topcoat 톱코트
topeka 토피카
topic 토픽
topknot 톱놋
topless 토플리스
topper 토퍼
toppers 토퍼스
topping 토핑
topsfield 탑스필드
topsham 탑스햄
topsy 톱시
toque 토크
tor 토어
torbay 토베이
torch 토치
torelli 토렐리
torenia 토레니아
torkel 토컬
tornado 토네이도
toronto 토론토
torr 토르
torra 토라
torrance 토런스
torre 토리
torrens 토런스
torrent 토렌트
torreon 토레온
torres 토러스
torrey 토레이
torus 토러스
tosoni 토소니
toss 토스
tosta 토스타
tosti 토스티
total 토털
totem 토템
totemism 토테미즘
tottori 톳토리
touch 터치
touchdown 터치다운
touchline 터치라인
touchwood 터치우드
toulon 툴론
tour 투어
tourky 투어키
tourneur 터너
toutle 터틀
touzinsky 투진스키
tow 토
towaco 토와코
towanda 토완다
tower 타워
towner 타우너
townley 타운리
towns 타운스
townsend 타운센드
townshend 타운센드
townwear 타운웨어
towson 토슨
toxey 톡시
toxoid 톡소이드
toyah 토야
toyama 토야마
toynbee 토인비
tqc 티큐시
trabzon 트라브존
tracey 트레이시
trachodon 트라코돈
trachoma 트라코마
track 트랙
trackball 트랙볼
tracking 트래킹
traction 트랙션
tractor 트랙터
tracy 트레이시
trade 트레이드
trafalgar 트라팰가
traffic 트래픽
trafford 트래퍼드
trail 트레일
trailer 트레일러
train 트레인
trainer 트레이너
training 추리닝
trakl 트라클
tralee 트랠리
trammell 트래멀
trampolin 트램펄린
tramway 트램웨이
trance 트랜스
tranquil 트랜퀼
transept 트랜셉트
transfer 트랜스퍼
transit 트랜싯
trap 트랩
trapp 트랩
trappe 트랩
trapper 트래퍼
trapping 트래핑
trash 트래쉬
travel 트래블
traveller 트래블러
traverse 트래버스
travis 트래비스
trawl 트롤
tray 트레이
tread 트레드
treaty 트리티
tree 트리
treece 트리스
trego 트레고
trello 트렐로
treloar 트렐로아
tremont 트레몬트
tremonton 트레몬턴
trencher 트렌처
trend 트렌드
trent 트렌트
trenton 트렌턴
treutlen 트루틀런
trevor 트레버
trevorrow 트러보로
treynor 트레이너
trial 트라이얼
triana 트리아나
trianon 트리아농
tribbey 트리비
tribune 트리뷴
trichlene 트리클렌
trick 트릭
trickett 트리킷
trickster 트릭스터
trigger 트리거
trilby 트릴비
trill 트릴
trim 트림
trimble 트림블
trimming 트리밍
trinity 트리니티
trinway 트린웨이
trio 트리오
trion 트라이언
triose 트리오스
triplet 트리플렛
tripp 트립
tripping 트리핑
triptych 트립틱
trista 트리스탕
tritium 트리튬
triton 트리톤
troche 트로키
troeltsch 트뢸치
trolley 트롤리
trolling 트롤링
trollope 트롤럽
trombone 트롬본
trommel 트로멜
tron 트론
trona 트로나
trondheim 트론하임
trophy 트로피
tropic 트로픽
tropical 트로피컬
tropism 트로피즘
tropolone 트로폴론
troponin 트로포닌
trosky 트로스키
trot 트롯
trotter 트로터
trouble 트러블
troup 트루프
trout 트라우트
troy 트로이
truck 트럭
truckee 트러키
trudeau 트뤼도
trudie 트루디
true 트루
truetype 트루타입
truffaut 트뤼포
truman 트루먼
trumann 트루먼
trumbull 트럼불
trump 트럼프
trumpet 트럼펫
trunk 트렁크
trunks 트렁크스
truro 트루로
trust 트러스트
truxton 트럭스턴
try 트라이
tryon 트라이언
trypsin 트립신
trystan 트리스턴
tsarism 차리즘
tsien 첸
tt 티티
ttc 티티시
ttt 티티티
tualatin 투알라틴
tuba 튜바
tubbing 터빙
tube 튜브
tuberose 투베로즈
tubulin 튜불린
tuc 티유시
tuck 턱
tucke 터크
tucker 터커
tuckerman 터커맨
tucson 투산
tucumcari 투컴카리
tudor 튜더
tugboat 터그보트
tukwila 투퀼라
tulare 툴레어
tulelake 툴레이크
tulia 툴리아
tulip 튜리프
tull 툴
tullahoma 털러호마
tully 털리
tulsa 털사
tului 툴루이
tumbler 텀블러
tumbling 텀블링
tumtum 텀텀
tumut 투멋
tumwater 텀워터
tunas 튜너스
tunbridge 턴브리지
tuner 튜너
tungalloy 텅갈로이
tungsten 텅스텐
tunic 튜닉
tunica 튜니카
tunicle 튜니클
tuning 튜닝
tunis 튀니즈
tunisia 튜니지아
tunnel 터널
tupaia 투파이아
tupelo 투펠로
tupik 투피크
tupolev 투폴레프
turban 터번
turbine 터빈
turbofan 터보팬
turf 터프
turgot 튀르고
turin 투린
turing 튜링
turkey 터키
turlock 털록
turn 턴
turnbull 턴불
turner 터너
turners 터너스
turning 터닝
turnip 터닙
turntable 턴테이블
turpin 터핀
turrell 터렐
turret 터릿
turtle 터틀
tuscola 터스콜라
tusculum 터스컬럼
tuskegee 터스키기
tusten 튜스턴
tustin 터스틴
tuthill 투트힐
tuttle 터틀
tuwim 투빔
tuxedo 턱시도
tv 티브이
twaddle 트워들
twain 트웨인
tweed 트위드
twig 트윅
twigg 트위그
twiggs 트위그스
twiggy 트위기
twining 트와이닝
twisp 트위스프
twist 트위스트
twitter 트위터
twitty 트위티
twizel 트와이젤
two 투
twombly 트웜블리
tyaskin 탸스킨
tyche 티케
tye 타이
tyler 타일러
tylor 타일러
tympan 팀판
tympanum 팀파눔
tynan 타이넌
tyndale 틴들
tyndall 틴들
tyne 타인
tyner 타이너
type 타이프
typhus 티푸스
typing 타이핑
tyr 티르
tyramine 티라민
tyre 타이어
tyro 타이로
tyrone 타이론
tyrosine 티로신
tyson 타이슨
u 유
ube 우베
uber 우버
ubiquitin 유비퀴틴
uccello 우첼로
ucon 유콘
udall 유돌
udell 어델
uden 유든
udokan 우도칸
udt 유디티
ufc 유에프씨
ufo 유에프오
uganda 우간다
ugarit 우가리트
uhland 울란트
uighur 위구르
uintah 윈타
uit 위이테
uk 유케이
ukiah 유카이아
ukulele 우쿨렐레
ula 울라
ulah 울라
ulen 율렌
ulfilas 울필라스
ullr 울르
ulm 울름
ulman 울먼
ulmer 울머
ulrich 울리히
ulster 얼스터
ultra 울트라
ulysses 율리시스
uma 우마
umatac 우마탁
umatilla 우마틸라
umber 엄버
umberto 움베르토
umiat 우미아트
ump 유엠피
umpqua 엄프콰
umtata 음타타
umunna 우무나
un 유엔
una 우나
unadilla 어나딜라
unamuno 우나무노
unbalance 언밸런스
unbind 언바인드
unc 유엔시
uncertain 언서턴
uncok 언코크
unctad 운크타드
uncut 언커트
undc 유엔디시
undead 언데드
under 언더
undercut 언더컷
underhill 언더힐
underspin 언더스핀
underwear 언더웨어
underwood 언더우드
undp 유엔디피
undro 운드로
undset 운세트
uneeda 유니다
unep 유엔이피
unesco 유네스코
unf 유엔에프
ungaretti 웅가레티
unger 웅거
unhappy 언해피
unicef 유니세프
unicode 유니코드
unicoi 유니코이
unicorn 유니콘
unido 유니도
uniform 유니폼
uninstall 언인스톨
union 유니언
uniscan 유니스칸
unisex 유니섹스
unison 유니슨
unit 유닛
unity 유니티
univac 유니박
universal 유니버설
universe 유니버스
unix 유닉스
unknown 언노운
unkra 운크라
uno 우노
unrra 운라
unrwa 운르와
ununbium 우눈븀
unununium 우누누늄
up 업
upas 우파스
upatoi 유파토이
update 업데이트
upham 업햄
upi 유피아이
upkorea 업코리아
upland 업랜드
upload 업로드
uppercut 어퍼컷
upright 업라이트
upsala 업살라
upshur 업셔
upson 업슨
upton 업턴
upu 유피유
uracil 우라실
uralsk 우랄스크
urania 우라니아
uranium 우라늄
uranus 유러너스
uranyl 우라닐
urbain 위르뱅
urbana 어배너
urbandale 어번데일
urbank 어뱅크
urbanna 우바나
urease 우레아제
urethane 우레탄
urey 유리
uriah 유라이어
urich 유리치
url 유아르엘
urmson 엄슨
urochrome 우로크롬
ursula 어설라
uru 우루
uruguay 우루과이
urushiol 우루시올
ury 유라이
us 유에스
usaid 유세이드
usance 유전스
used 유즈드
usenet 유즈넷
user 유저
useware 유즈웨어
usher 어셔
using 유징
usk 우스크
usm 유에스엠
uso 유에스오
ut 유티
uta 유타
utah 유타
utc 유티시
ute 유트
utica 유티카
util 유틸
utility 유틸리티
utopia 유토피아
utopian 유토피안
utrillo 위트릴로
uum 유유엠
uv 유브이
uvalde 유밸디
uvale 우발레
v 브이
vaasa 바사
vacance 바캉스
vacanti 버칸티
vacaville 바카빌
vaccine 백신
vader 베이더
vadis 배디스
vail 배일
vailland 바양
valadon 발라동
valdese 발데즈
valdez 밸디즈
valdosta 발도스타
valencia 발렌시아
valentin 발렌틴
valentine 밸런타인
valeria 발레리아
valerie 밸러리
valhalla 발할라
valier 발리어
valine 발린
valkyrie 발키리
valla 발라
valle 발리
vallejo 바예호
valley 밸리
valliant 밸리언트
valmy 발미
valois 밸루아
valona 밸로나
value 벨류
valve 밸브
valyermo 밸리어모
vampire 뱀파이어
van 밴
vanadium 바나듐
vance 밴스
vanceburg 밴스버그
vancleve 밴클리브
vancourt 밴코트
vancouver 밴쿠버
vanda 반다
vandalia 밴달리아
vandalism 반달리즘
vandemere 밴디미어
vanessa 버네사
vangale 벤게일
vanilla 바닐라
vanillin 바닐린
vantage 밴티지
var 바
varadero 바라데로
